percentile,year,variable_code,value
p99p100,2004,sptinc_z_OC-MER,0.1217
p99p100,2005,sptinc_z_OC-MER,0.1236
p99p100,2006,sptinc_z_OC-MER,0.1328
p99p100,2007,sptinc_z_OC-MER,0.1307
p99p100,2008,sptinc_z_OC-MER,0.1129
p99p100,2009,sptinc_z_OC-MER,0.1086
p99p100,2010,sptinc_z_OC-MER,0.121
p99p100,2011,sptinc_z_OC-MER,0.1203
p99p100,2012,sptinc_z_OC-MER,0.1189
p99p100,2013,sptinc_z_OC-MER,0.1173
p99p100,2014,sptinc_z_OC-MER,0.1168
p99p100,2015,sptinc_z_OC-MER,0.1186
p99p100,2016,sptinc_z_OC-MER,0.1193
p99p100,2017,sptinc_z_OC-MER,0.1184
p99p100,2018,sptinc_z_OC-MER,0.116
p99p100,2019,sptinc_z_OC-MER,0.1153
p99p100,2020,sptinc_z_OC-MER,0.1157
p99p100,2021,sptinc_z_OC-MER,0.1178
p99p100,2022,sptinc_z_OC-MER,0.1185
p99p100,2023,sptinc_z_OC-MER,0.1158
p99p100,2024,sptinc_z_OC-MER,0.1166
p0p50,1820,sptinc_z_OC-MER,0.1495
p0p50,1850,sptinc_z_OC-MER,0.1472
p0p50,1880,sptinc_z_OC-MER,0.146
p0p50,1900,sptinc_z_OC-MER,0.1368
p0p50,1910,sptinc_z_OC-MER,0.1417
p0p50,1920,sptinc_z_OC-MER,0.1601
p0p50,1930,sptinc_z_OC-MER,0.1833
p0p50,1940,sptinc_z_OC-MER,0.1792
p0p50,1950,sptinc_z_OC-MER,0.2028
p0p50,1960,sptinc_z_OC-MER,0.2021
p0p50,1970,sptinc_z_OC-MER,0.2103
p0p50,1980,sptinc_z_OC-MER,0.1736
p0p50,1981,sptinc_z_OC-MER,0.1709
p0p50,1982,sptinc_z_OC-MER,0.1683
p0p50,1983,sptinc_z_OC-MER,0.169
p0p50,1984,sptinc_z_OC-MER,0.1662
p0p50,1985,sptinc_z_OC-MER,0.1632
p0p50,1986,sptinc_z_OC-MER,0.165
p0p50,1987,sptinc_z_OC-MER,0.1672
p0p50,1988,sptinc_z_OC-MER,0.1663
p0p50,1989,sptinc_z_OC-MER,0.1686
p0p50,1990,sptinc_z_OC-MER,0.1693
p0p50,1991,sptinc_z_OC-MER,0.1724
p0p50,1992,sptinc_z_OC-MER,0.1708
p0p50,1993,sptinc_z_OC-MER,0.1654
p0p50,1994,sptinc_z_OC-MER,0.1622
p0p50,1995,sptinc_z_OC-MER,0.1621
p0p50,1996,sptinc_z_OC-MER,0.1613
p0p50,1997,sptinc_z_OC-MER,0.1588
p0p50,1998,sptinc_z_OC-MER,0.1579
p0p50,1999,sptinc_z_OC-MER,0.1563
p0p50,2000,sptinc_z_OC-MER,0.1534
p0p50,2001,sptinc_z_OC-MER,0.1538
p0p50,2002,sptinc_z_OC-MER,0.1589
p0p50,2003,sptinc_z_OC-MER,0.16
p0p50,2004,sptinc_z_OC-MER,0.1574
p0p50,2005,sptinc_z_OC-MER,0.1557
p0p50,2006,sptinc_z_OC-MER,0.1527
p0p50,2007,sptinc_z_OC-MER,0.1539
p0p50,2008,sptinc_z_OC-MER,0.1629
p0p50,2009,sptinc_z_OC-MER,0.164
p0p50,2010,sptinc_z_OC-MER,0.1552
p0p50,2011,sptinc_z_OC-MER,0.1546
p0p50,2012,sptinc_z_OC-MER,0.1528
p0p50,2013,sptinc_z_OC-MER,0.1512
p0p50,2014,sptinc_z_OC-MER,0.1514
p0p50,2015,sptinc_z_OC-MER,0.1511
p0p50,2016,sptinc_z_OC-MER,0.1528
p0p50,2017,sptinc_z_OC-MER,0.1554
p0p50,2018,sptinc_z_OC-MER,0.1574
p0p50,2019,sptinc_z_OC-MER,0.1597
p0p50,2020,sptinc_z_OC-MER,0.1556
p0p50,2021,sptinc_z_OC-MER,0.1575
p0p50,2022,sptinc_z_OC-MER,0.1589
p0p50,2023,sptinc_z_OC-MER,0.1614
p0p50,2024,sptinc_z_OC-MER,0.1623
p99p100,1820,sptinc_z_QL-PPP,0.1699
p99p100,1850,sptinc_z_QL-PPP,0.1822
p99p100,1880,sptinc_z_QL-PPP,0.1841
p99p100,1900,sptinc_z_QL-PPP,0.1913
p99p100,1910,sptinc_z_QL-PPP,0.2171
p99p100,1920,sptinc_z_QL-PPP,0.2385
p99p100,1930,sptinc_z_QL-PPP,0.2296
p99p100,1940,sptinc_z_QL-PPP,0.2335
p99p100,1950,sptinc_z_QL-PPP,0.1031
p99p100,1960,sptinc_z_QL-PPP,0.1366
p99p100,1970,sptinc_z_QL-PPP,0.1824
p99p100,1980,sptinc_z_QL-PPP,0.1956
p99p100,1981,sptinc_z_QL-PPP,0.1929
p99p100,1982,sptinc_z_QL-PPP,0.1914
p99p100,1983,sptinc_z_QL-PPP,0.1884
p99p100,1984,sptinc_z_QL-PPP,0.1894
p99p100,1985,sptinc_z_QL-PPP,0.1932
p99p100,1986,sptinc_z_QL-PPP,0.1971
p99p100,1987,sptinc_z_QL-PPP,0.2061
p99p100,1988,sptinc_z_QL-PPP,0.2136
p99p100,1989,sptinc_z_QL-PPP,0.2212
p99p100,1990,sptinc_z_QL-PPP,0.2305
p99p100,1991,sptinc_z_QL-PPP,0.2199
p99p100,1992,sptinc_z_QL-PPP,0.1952
p99p100,1993,sptinc_z_QL-PPP,0.1941
p99p100,1994,sptinc_z_QL-PPP,0.1907
p99p100,1995,sptinc_z_QL-PPP,0.1885
p99p100,1996,sptinc_z_QL-PPP,0.1927
p99p100,1997,sptinc_z_QL-PPP,0.188
p99p100,1998,sptinc_z_QL-PPP,0.1907
p99p100,1999,sptinc_z_QL-PPP,0.1922
p99p100,2000,sptinc_z_QL-PPP,0.1966
p99p100,2001,sptinc_z_QL-PPP,0.2084
p99p100,2002,sptinc_z_QL-PPP,0.2079
p99p100,2003,sptinc_z_QL-PPP,0.2117
p99p100,2004,sptinc_z_QL-PPP,0.2143
p99p100,2005,sptinc_z_QL-PPP,0.2147
p99p100,2006,sptinc_z_QL-PPP,0.2096
p99p100,2007,sptinc_z_QL-PPP,0.1977
p99p100,2008,sptinc_z_QL-PPP,0.1907
p99p100,2009,sptinc_z_QL-PPP,0.1952
p99p100,2010,sptinc_z_QL-PPP,0.195
p99p100,2011,sptinc_z_QL-PPP,0.1846
p99p100,2012,sptinc_z_QL-PPP,0.1757
p99p100,2013,sptinc_z_QL-PPP,0.175
p99p100,2014,sptinc_z_QL-PPP,0.1729
p99p100,2015,sptinc_z_QL-PPP,0.1715
p99p100,2016,sptinc_z_QL-PPP,0.1721
p99p100,2017,sptinc_z_QL-PPP,0.1793
p99p100,2018,sptinc_z_QL-PPP,0.175
p99p100,2019,sptinc_z_QL-PPP,0.1691
p99p100,2020,sptinc_z_QL-PPP,0.1736
p99p100,2021,sptinc_z_QL-PPP,0.1753
p99p100,2022,sptinc_z_QL-PPP,0.1732
p99p100,2023,sptinc_z_QL-PPP,0.1733
p99p100,2024,sptinc_z_QL-PPP,0.1736
p0p50,1820,sptinc_z_QL-PPP,0.1774
p0p50,1850,sptinc_z_QL-PPP,0.172
p0p50,1880,sptinc_z_QL-PPP,0.1519
p0p50,1900,sptinc_z_QL-PPP,0.1384
p0p50,1910,sptinc_z_QL-PPP,0.1521
p0p50,1920,sptinc_z_QL-PPP,0.1365
p0p50,1930,sptinc_z_QL-PPP,0.1235
p0p50,1940,sptinc_z_QL-PPP,0.1221
p0p50,1950,sptinc_z_QL-PPP,0.2043
p0p50,1960,sptinc_z_QL-PPP,0.1764
p0p50,1970,sptinc_z_QL-PPP,0.1291
p0p50,1980,sptinc_z_QL-PPP,0.1172
p0p50,1981,sptinc_z_QL-PPP,0.117
p0p50,1982,sptinc_z_QL-PPP,0.1188
p0p50,1983,sptinc_z_QL-PPP,0.1205
p0p50,1984,sptinc_z_QL-PPP,0.1225
p0p50,1985,sptinc_z_QL-PPP,0.1229
p0p50,1986,sptinc_z_QL-PPP,0.1187
p0p50,1987,sptinc_z_QL-PPP,0.1175
p0p50,1988,sptinc_z_QL-PPP,0.1138
p0p50,1989,sptinc_z_QL-PPP,0.1083
p0p50,1990,sptinc_z_QL-PPP,0.106
p0p50,1991,sptinc_z_QL-PPP,0.1021
p0p50,1992,sptinc_z_QL-PPP,0.102
p0p50,1993,sptinc_z_QL-PPP,0.1024
p0p50,1994,sptinc_z_QL-PPP,0.1033
p0p50,1995,sptinc_z_QL-PPP,0.1083
p0p50,1996,sptinc_z_QL-PPP,0.1103
p0p50,1997,sptinc_z_QL-PPP,0.1135
p0p50,1998,sptinc_z_QL-PPP,0.1147
p0p50,1999,sptinc_z_QL-PPP,0.1128
p0p50,2000,sptinc_z_QL-PPP,0.1071
p0p50,2001,sptinc_z_QL-PPP,0.1053
p0p50,2002,sptinc_z_QL-PPP,0.1024
p0p50,2003,sptinc_z_QL-PPP,0.1026
p0p50,2004,sptinc_z_QL-PPP,0.1049
p0p50,2005,sptinc_z_QL-PPP,0.1023
p0p50,2006,sptinc_z_QL-PPP,0.1058
p0p50,2007,sptinc_z_QL-PPP,0.1093
p0p50,2008,sptinc_z_QL-PPP,0.1123
p0p50,2009,sptinc_z_QL-PPP,0.1143
p0p50,2010,sptinc_z_QL-PPP,0.1125
p0p50,2011,sptinc_z_QL-PPP,0.1164
p0p50,2012,sptinc_z_QL-PPP,0.1226
p0p50,2013,sptinc_z_QL-PPP,0.12
p0p50,2014,sptinc_z_QL-PPP,0.1242
p0p50,2015,sptinc_z_QL-PPP,0.1253
p0p50,2016,sptinc_z_QL-PPP,0.1265
p0p50,2017,sptinc_z_QL-PPP,0.1253
p0p50,2018,sptinc_z_QL-PPP,0.1263
p0p50,2019,sptinc_z_QL-PPP,0.128
p0p50,2020,sptinc_z_QL-PPP,0.1272
p0p50,2021,sptinc_z_QL-PPP,0.1275
p0p50,2022,sptinc_z_QL-PPP,0.1263
p0p50,2023,sptinc_z_QL-PPP,0.1263
p0p50,2024,sptinc_z_QL-PPP,0.1256
p99p100,1820,sptinc_z_OK-PPP,0.1486
p99p100,1850,sptinc_z_OK-PPP,0.1593
p99p100,1880,sptinc_z_OK-PPP,0.1611
p99p100,1900,sptinc_z_OK-PPP,0.1548
p99p100,1910,sptinc_z_OK-PPP,0.1422
p99p100,1920,sptinc_z_OK-PPP,0.1555
p99p100,1930,sptinc_z_OK-PPP,0.1699
p99p100,1940,sptinc_z_OK-PPP,0.2172
p99p100,1950,sptinc_z_OK-PPP,0.1616
p99p100,1960,sptinc_z_OK-PPP,0.1843
p99p100,1970,sptinc_z_OK-PPP,0.207
p99p100,1980,sptinc_z_OK-PPP,0.109
p99p100,1981,sptinc_z_OK-PPP,0.1109
p99p100,1982,sptinc_z_OK-PPP,0.1125
p99p100,1983,sptinc_z_OK-PPP,0.117
p99p100,1984,sptinc_z_OK-PPP,0.1193
p99p100,1985,sptinc_z_OK-PPP,0.121
p99p100,1986,sptinc_z_OK-PPP,0.123
p99p100,1987,sptinc_z_OK-PPP,0.1248
p99p100,1988,sptinc_z_OK-PPP,0.1256
p99p100,1989,sptinc_z_OK-PPP,0.1255
p99p100,1990,sptinc_z_OK-PPP,0.1293
p99p100,1991,sptinc_z_OK-PPP,0.1332
p99p100,1992,sptinc_z_OK-PPP,0.1374
p99p100,1993,sptinc_z_OK-PPP,0.1406
p99p100,1994,sptinc_z_OK-PPP,0.1428
p99p100,1995,sptinc_z_OK-PPP,0.1443
p99p100,1996,sptinc_z_OK-PPP,0.1475
p99p100,1997,sptinc_z_OK-PPP,0.1498
p99p100,1998,sptinc_z_OK-PPP,0.1504
p99p100,1999,sptinc_z_OK-PPP,0.1533
p99p100,2000,sptinc_z_OK-PPP,0.1604
p99p100,2001,sptinc_z_OK-PPP,0.1652
p99p100,2002,sptinc_z_OK-PPP,0.1689
p99p100,2003,sptinc_z_OK-PPP,0.1763
p99p100,2004,sptinc_z_OK-PPP,0.1802
p99p100,2005,sptinc_z_OK-PPP,0.1856
p99p100,2006,sptinc_z_OK-PPP,0.1888
p99p100,2007,sptinc_z_OK-PPP,0.1936
p99p100,2008,sptinc_z_OK-PPP,0.1908
p99p100,2009,sptinc_z_OK-PPP,0.1932
p99p100,2010,sptinc_z_OK-PPP,0.1948
p99p100,2011,sptinc_z_OK-PPP,0.1827
p99p100,2012,sptinc_z_OK-PPP,0.1871
p99p100,2013,sptinc_z_OK-PPP,0.1876
p99p100,2014,sptinc_z_OK-PPP,0.1855
p99p100,2015,sptinc_z_OK-PPP,0.1892
p99p100,2016,sptinc_z_OK-PPP,0.1855
p99p100,2017,sptinc_z_OK-PPP,0.1849
p99p100,2018,sptinc_z_OK-PPP,0.1845
p99p100,2019,sptinc_z_OK-PPP,0.1839
p99p100,2020,sptinc_z_OK-PPP,0.1842
p99p100,2021,sptinc_z_OK-PPP,0.1826
p99p100,2022,sptinc_z_OK-PPP,0.1925
p99p100,2023,sptinc_z_OK-PPP,0.1846
p99p100,2024,sptinc_z_OK-PPP,0.1779
p0p50,1820,sptinc_z_OK-PPP,0.176
p0p50,1850,sptinc_z_OK-PPP,0.1721
p0p50,1880,sptinc_z_OK-PPP,0.1641
p0p50,1900,sptinc_z_OK-PPP,0.1648
p0p50,1910,sptinc_z_OK-PPP,0.1776
p0p50,1920,sptinc_z_OK-PPP,0.1641
p0p50,1930,sptinc_z_OK-PPP,0.1702
p0p50,1940,sptinc_z_OK-PPP,0.1616
p0p50,1950,sptinc_z_OK-PPP,0.1912
p0p50,1960,sptinc_z_OK-PPP,0.1735
p0p50,1970,sptinc_z_OK-PPP,0.1571
p0p50,1980,sptinc_z_OK-PPP,0.1471
p0p50,1981,sptinc_z_OK-PPP,0.1496
p0p50,1982,sptinc_z_OK-PPP,0.1491
p0p50,1983,sptinc_z_OK-PPP,0.1378
p0p50,1984,sptinc_z_OK-PPP,0.1359
p0p50,1985,sptinc_z_OK-PPP,0.1346
p0p50,1986,sptinc_z_OK-PPP,0.1341
p0p50,1987,sptinc_z_OK-PPP,0.1347
p0p50,1988,sptinc_z_OK-PPP,0.137
p0p50,1989,sptinc_z_OK-PPP,0.144
p0p50,1990,sptinc_z_OK-PPP,0.1361
p0p50,1991,sptinc_z_OK-PPP,0.1309
p0p50,1992,sptinc_z_OK-PPP,0.1296
p0p50,1993,sptinc_z_OK-PPP,0.124
p0p50,1994,sptinc_z_OK-PPP,0.1281
p0p50,1995,sptinc_z_OK-PPP,0.1311
p0p50,1996,sptinc_z_OK-PPP,0.1295
p0p50,1997,sptinc_z_OK-PPP,0.1293
p0p50,1998,sptinc_z_OK-PPP,0.1339
p0p50,1999,sptinc_z_OK-PPP,0.1307
p0p50,2000,sptinc_z_OK-PPP,0.1149
p0p50,2001,sptinc_z_OK-PPP,0.112
p0p50,2002,sptinc_z_OK-PPP,0.1129
p0p50,2003,sptinc_z_OK-PPP,0.0995
p0p50,2004,sptinc_z_OK-PPP,0.1013
p0p50,2005,sptinc_z_OK-PPP,0.0954
p0p50,2006,sptinc_z_OK-PPP,0.0967
p0p50,2007,sptinc_z_OK-PPP,0.0921
p0p50,2008,sptinc_z_OK-PPP,0.1034
p0p50,2009,sptinc_z_OK-PPP,0.1054
p0p50,2010,sptinc_z_OK-PPP,0.1045
p0p50,2011,sptinc_z_OK-PPP,0.1258
p0p50,2012,sptinc_z_OK-PPP,0.1155
p0p50,2013,sptinc_z_OK-PPP,0.1121
p0p50,2014,sptinc_z_OK-PPP,0.1125
p0p50,2015,sptinc_z_OK-PPP,0.1075
p0p50,2016,sptinc_z_OK-PPP,0.1171
p0p50,2017,sptinc_z_OK-PPP,0.1157
p0p50,2018,sptinc_z_OK-PPP,0.1119
p0p50,2019,sptinc_z_OK-PPP,0.1124
p0p50,2020,sptinc_z_OK-PPP,0.1169
p0p50,2021,sptinc_z_OK-PPP,0.1091
p0p50,2022,sptinc_z_OK-PPP,0.1023
p0p50,2023,sptinc_z_OK-PPP,0.114
p0p50,2024,sptinc_z_OK-PPP,0.1273
p99p100,1980,sptinc_z_WS,0.0885
p99p100,1981,sptinc_z_WS,0.09
p99p100,1982,sptinc_z_WS,0.0914
p99p100,1983,sptinc_z_WS,0.0929
p99p100,1984,sptinc_z_WS,0.0944
p99p100,1985,sptinc_z_WS,0.096
p99p100,1986,sptinc_z_WS,0.0976
p99p100,1987,sptinc_z_WS,0.0992
p99p100,1988,sptinc_z_WS,0.1008
p99p100,1989,sptinc_z_WS,0.1025
p99p100,1990,sptinc_z_WS,0.1042
p99p100,1991,sptinc_z_WS,0.107
p99p100,1992,sptinc_z_WS,0.1096
p99p100,1993,sptinc_z_WS,0.1122
p99p100,1994,sptinc_z_WS,0.1147
p99p100,1995,sptinc_z_WS,0.1172
p99p100,1996,sptinc_z_WS,0.1195
p99p100,1997,sptinc_z_WS,0.1218
p99p100,1998,sptinc_z_WS,0.124
p99p100,1999,sptinc_z_WS,0.1261
p99p100,2000,sptinc_z_WS,0.1282
p99p100,2001,sptinc_z_WS,0.132
p99p100,2002,sptinc_z_WS,0.1358
p99p100,2003,sptinc_z_WS,0.1394
p99p100,2004,sptinc_z_WS,0.1429
p99p100,2005,sptinc_z_WS,0.1464
p99p100,2006,sptinc_z_WS,0.1498
p99p100,2007,sptinc_z_WS,0.1531
p99p100,2008,sptinc_z_WS,0.1564
p99p100,2009,sptinc_z_WS,0.1595
p99p100,2010,sptinc_z_WS,0.1626
p99p100,2011,sptinc_z_WS,0.1624
p99p100,2012,sptinc_z_WS,0.1622
p99p100,2013,sptinc_z_WS,0.162
p99p100,2014,sptinc_z_WS,0.1618
p99p100,2015,sptinc_z_WS,0.1617
p99p100,2016,sptinc_z_WS,0.1615
p99p100,2017,sptinc_z_WS,0.1613
p99p100,2018,sptinc_z_WS,0.1612
p99p100,2019,sptinc_z_WS,0.161
p99p100,2020,sptinc_z_WS,0.1609
p99p100,2021,sptinc_z_WS,0.1609
p99p100,2022,sptinc_z_WS,0.1609
p99p100,2023,sptinc_z_WS,0.1609
p99p100,2024,sptinc_z_WS,0.1609
p0p50,1980,sptinc_z_WS,0.2121
p0p50,1981,sptinc_z_WS,0.2117
p0p50,1982,sptinc_z_WS,0.2113
p0p50,1983,sptinc_z_WS,0.2108
p0p50,1984,sptinc_z_WS,0.2104
p0p50,1985,sptinc_z_WS,0.21
p0p50,1986,sptinc_z_WS,0.2095
p0p50,1987,sptinc_z_WS,0.209
p0p50,1988,sptinc_z_WS,0.2086
p0p50,1989,sptinc_z_WS,0.2081
p0p50,1990,sptinc_z_WS,0.2076
p0p50,1991,sptinc_z_WS,0.2075
p0p50,1992,sptinc_z_WS,0.2075
p0p50,1993,sptinc_z_WS,0.2075
p0p50,1994,sptinc_z_WS,0.2074
p0p50,1995,sptinc_z_WS,0.2074
p0p50,1996,sptinc_z_WS,0.2073
p0p50,1997,sptinc_z_WS,0.2073
p0p50,1998,sptinc_z_WS,0.2073
p0p50,1999,sptinc_z_WS,0.2072
p0p50,2000,sptinc_z_WS,0.2072
p0p50,2001,sptinc_z_WS,0.2027
p0p50,2002,sptinc_z_WS,0.1983
p0p50,2003,sptinc_z_WS,0.194
p0p50,2004,sptinc_z_WS,0.1898
p0p50,2005,sptinc_z_WS,0.1857
p0p50,2006,sptinc_z_WS,0.1817
p0p50,2007,sptinc_z_WS,0.1778
p0p50,2008,sptinc_z_WS,0.1739
p0p50,2009,sptinc_z_WS,0.1702
p0p50,2010,sptinc_z_WS,0.1665
p0p50,2011,sptinc_z_WS,0.1655
p0p50,2012,sptinc_z_WS,0.1645
p0p50,2013,sptinc_z_WS,0.1636
p0p50,2014,sptinc_z_WS,0.1627
p0p50,2015,sptinc_z_WS,0.1619
p0p50,2016,sptinc_z_WS,0.1611
p0p50,2017,sptinc_z_WS,0.1603
p0p50,2018,sptinc_z_WS,0.1596
p0p50,2019,sptinc_z_WS,0.1589
p0p50,2020,sptinc_z_WS,0.1582
p0p50,2021,sptinc_z_WS,0.1582
p0p50,2022,sptinc_z_WS,0.1582
p0p50,2023,sptinc_z_WS,0.1582
p0p50,2024,sptinc_z_WS,0.1582
p99p100,1820,sptinc_z_CN,0.1616
p99p100,1850,sptinc_z_CN,0.1735
p99p100,1880,sptinc_z_CN,0.1761
p99p100,1900,sptinc_z_CN,0.1784
p99p100,1910,sptinc_z_CN,0.2026
p99p100,1920,sptinc_z_CN,0.2178
p99p100,1930,sptinc_z_CN,0.2014
p99p100,1940,sptinc_z_CN,0.1817
p99p100,1950,sptinc_z_CN,0.05
p99p100,1960,sptinc_z_CN,0.05
p99p100,1970,sptinc_z_CN,0.05
p99p100,1978,sptinc_z_CN,0.0654
p99p100,1979,sptinc_z_CN,0.0656
p99p100,1980,sptinc_z_CN,0.0661
p99p100,1981,sptinc_z_CN,0.069
p99p100,1982,sptinc_z_CN,0.0713
p99p100,1983,sptinc_z_CN,0.0731
p99p100,1984,sptinc_z_CN,0.0765
p99p100,1985,sptinc_z_CN,0.0822
p99p100,1986,sptinc_z_CN,0.0815
p99p100,1987,sptinc_z_CN,0.0804
p99p100,1988,sptinc_z_CN,0.0817
p99p100,1989,sptinc_z_CN,0.0837
p99p100,1990,sptinc_z_CN,0.0825
p99p100,1991,sptinc_z_CN,0.0846
p99p100,1992,sptinc_z_CN,0.0889
p99p100,1993,sptinc_z_CN,0.0933
p99p100,1994,sptinc_z_CN,0.0958
p99p100,1995,sptinc_z_CN,0.0942
p99p100,1996,sptinc_z_CN,0.0969
p99p100,1997,sptinc_z_CN,0.0969
p99p100,1998,sptinc_z_CN,0.0998
p99p100,1999,sptinc_z_CN,0.1006
p99p100,2000,sptinc_z_CN,0.105
p99p100,2001,sptinc_z_CN,0.11
p99p100,2002,sptinc_z_CN,0.1269
p99p100,2003,sptinc_z_CN,0.1327
p99p100,2004,sptinc_z_CN,0.1397
p99p100,2005,sptinc_z_CN,0.1434
p99p100,2006,sptinc_z_CN,0.1491
p99p100,2007,sptinc_z_CN,0.1542
p99p100,2008,sptinc_z_CN,0.1533
p99p100,2009,sptinc_z_CN,0.1556
p99p100,2010,sptinc_z_CN,0.1524
p99p100,2011,sptinc_z_CN,0.1471
p99p100,2012,sptinc_z_CN,0.1387
p99p100,2013,sptinc_z_CN,0.1393
p99p100,2014,sptinc_z_CN,0.1378
p99p100,2015,sptinc_z_CN,0.1404
p99p100,2016,sptinc_z_CN,0.1405
p99p100,2017,sptinc_z_CN,0.1516
p99p100,2018,sptinc_z_CN,0.1485
p99p100,2019,sptinc_z_CN,0.1466
p99p100,2020,sptinc_z_CN,0.1556
p99p100,2021,sptinc_z_CN,0.1572
p99p100,2022,sptinc_z_CN,0.1576
p99p100,2023,sptinc_z_CN,0.1576
p99p100,2024,sptinc_z_CN,0.1576
p0p50,1820,sptinc_z_CN,0.1855
p0p50,1850,sptinc_z_CN,0.1812
p0p50,1880,sptinc_z_CN,0.1594
p0p50,1900,sptinc_z_CN,0.1571
p0p50,1910,sptinc_z_CN,0.1691
p0p50,1920,sptinc_z_CN,0.1558
p0p50,1930,sptinc_z_CN,0.1511
p0p50,1940,sptinc_z_CN,0.1791
p0p50,1950,sptinc_z_CN,0.254
p0p50,1960,sptinc_z_CN,0.254
p0p50,1970,sptinc_z_CN,0.254
p0p50,1978,sptinc_z_CN,0.2473
p0p50,1979,sptinc_z_CN,0.2466
p0p50,1980,sptinc_z_CN,0.2454
p0p50,1981,sptinc_z_CN,0.2427
p0p50,1982,sptinc_z_CN,0.2376
p0p50,1983,sptinc_z_CN,0.2402
p0p50,1984,sptinc_z_CN,0.2375
p0p50,1985,sptinc_z_CN,0.2342
p0p50,1986,sptinc_z_CN,0.2213
p0p50,1987,sptinc_z_CN,0.2169
p0p50,1988,sptinc_z_CN,0.215
p0p50,1989,sptinc_z_CN,0.2089
p0p50,1990,sptinc_z_CN,0.2109
p0p50,1991,sptinc_z_CN,0.1992
p0p50,1992,sptinc_z_CN,0.1906
p0p50,1993,sptinc_z_CN,0.1817
p0p50,1994,sptinc_z_CN,0.178
p0p50,1995,sptinc_z_CN,0.1817
p0p50,1996,sptinc_z_CN,0.1873
p0p50,1997,sptinc_z_CN,0.1876
p0p50,1998,sptinc_z_CN,0.1882
p0p50,1999,sptinc_z_CN,0.1818
p0p50,2000,sptinc_z_CN,0.1707
p0p50,2001,sptinc_z_CN,0.1652
p0p50,2002,sptinc_z_CN,0.153
p0p50,2003,sptinc_z_CN,0.1489
p0p50,2004,sptinc_z_CN,0.1489
p0p50,2005,sptinc_z_CN,0.1417
p0p50,2006,sptinc_z_CN,0.1416
p0p50,2007,sptinc_z_CN,0.1401
p0p50,2008,sptinc_z_CN,0.1397
p0p50,2009,sptinc_z_CN,0.139
p0p50,2010,sptinc_z_CN,0.136
p0p50,2011,sptinc_z_CN,0.1385
p0p50,2012,sptinc_z_CN,0.1429
p0p50,2013,sptinc_z_CN,0.1379
p0p50,2014,sptinc_z_CN,0.1414
p0p50,2015,sptinc_z_CN,0.1412
p0p50,2016,sptinc_z_CN,0.1411
p0p50,2017,sptinc_z_CN,0.1386
p0p50,2018,sptinc_z_CN,0.1393
p0p50,2019,sptinc_z_CN,0.1398
p0p50,2020,sptinc_z_CN,0.1377
p0p50,2021,sptinc_z_CN,0.1374
p0p50,2022,sptinc_z_CN,0.1351
p0p50,2023,sptinc_z_CN,0.1351
p0p50,2024,sptinc_z_CN,0.1351
p99p100,1820,sptinc_z_ET,0.2033
p99p100,1850,sptinc_z_ET,0.2079
p99p100,1880,sptinc_z_ET,0.2129
p99p100,1900,sptinc_z_ET,0.2158
p99p100,1910,sptinc_z_ET,0.2336
p99p100,1920,sptinc_z_ET,0.2163
p99p100,1930,sptinc_z_ET,0.2029
p99p100,1940,sptinc_z_ET,0.21
p99p100,1950,sptinc_z_ET,0.2
p99p100,1960,sptinc_z_ET,0.22
p99p100,1970,sptinc_z_ET,0.23
p99p100,1980,sptinc_z_ET,0.2969
p99p100,1981,sptinc_z_ET,0.2969
p99p100,1982,sptinc_z_ET,0.2969
p99p100,1983,sptinc_z_ET,0.2969
p99p100,1984,sptinc_z_ET,0.2969
p99p100,1985,sptinc_z_ET,0.2969
p99p100,1986,sptinc_z_ET,0.2969
p99p100,1987,sptinc_z_ET,0.2969
p99p100,1988,sptinc_z_ET,0.2969
p99p100,1989,sptinc_z_ET,0.2969
p99p100,1990,sptinc_z_ET,0.2969
p99p100,1991,sptinc_z_ET,0.2969
p99p100,1992,sptinc_z_ET,0.2969
p99p100,1993,sptinc_z_ET,0.2969
p99p100,1994,sptinc_z_ET,0.2969
p99p100,1995,sptinc_z_ET,0.2969
p99p100,1996,sptinc_z_ET,0.2569
p99p100,1997,sptinc_z_ET,0.2166
p99p100,1998,sptinc_z_ET,0.1762
p99p100,1999,sptinc_z_ET,0.1356
p99p100,2000,sptinc_z_ET,0.1387
p99p100,2001,sptinc_z_ET,0.1419
p99p100,2002,sptinc_z_ET,0.145
p99p100,2003,sptinc_z_ET,0.1482
p99p100,2004,sptinc_z_ET,0.1513
p99p100,2005,sptinc_z_ET,0.151
p99p100,2006,sptinc_z_ET,0.1506
p99p100,2007,sptinc_z_ET,0.1502
p99p100,2008,sptinc_z_ET,0.1499
p99p100,2009,sptinc_z_ET,0.1495
p99p100,2010,sptinc_z_ET,0.1491
p99p100,2011,sptinc_z_ET,0.1469
p99p100,2012,sptinc_z_ET,0.1448
p99p100,2013,sptinc_z_ET,0.1426
p99p100,2014,sptinc_z_ET,0.1404
p99p100,2015,sptinc_z_ET,0.1382
p99p100,2016,sptinc_z_ET,0.1326
p99p100,2017,sptinc_z_ET,0.127
p99p100,2018,sptinc_z_ET,0.1214
p99p100,2019,sptinc_z_ET,0.1158
p99p100,2020,sptinc_z_ET,0.1102
p99p100,2021,sptinc_z_ET,0.1046
p99p100,2022,sptinc_z_ET,0.1046
