percentile,year,variable_code,value
p0p50,2010,shweal_z_PA,0.0314
p0p50,2011,shweal_z_PA,0.0336
p0p50,2012,shweal_z_PA,0.0345
p0p50,2013,shweal_z_PA,0.0331
p0p50,2014,shweal_z_PA,0.0346
p0p50,2015,shweal_z_PA,0.0352
p0p50,2016,shweal_z_PA,0.035
p0p50,2017,shweal_z_PA,0.0349
p0p50,2018,shweal_z_PA,0.0344
p0p50,2019,shweal_z_PA,0.0355
p0p50,2020,shweal_z_PA,0.0328
p0p50,2021,shweal_z_PA,0.0347
p0p50,2022,shweal_z_PA,0.036
p0p50,2023,shweal_z_PA,0.0361
p0p50,2024,shweal_z_PA,0.0362
p99p100,1980,shweal_z_GT,0.3496
p99p100,1981,shweal_z_GT,0.3481
p99p100,1982,shweal_z_GT,0.3487
p99p100,1983,shweal_z_GT,0.3561
p99p100,1984,shweal_z_GT,0.348
p99p100,1985,shweal_z_GT,0.3559
p99p100,1986,shweal_z_GT,0.3482
p99p100,1987,shweal_z_GT,0.3477
p99p100,1988,shweal_z_GT,0.3476
p99p100,1989,shweal_z_GT,0.3557
p99p100,1990,shweal_z_GT,0.3481
p99p100,1991,shweal_z_GT,0.3487
p99p100,1992,shweal_z_GT,0.3563
p99p100,1993,shweal_z_GT,0.3483
p99p100,1994,shweal_z_GT,0.3551
p99p100,1995,shweal_z_GT,0.3504
p99p100,1996,shweal_z_GT,0.3561
p99p100,1997,shweal_z_GT,0.3554
p99p100,1998,shweal_z_GT,0.3546
p99p100,1999,shweal_z_GT,0.3564
p99p100,2000,shweal_z_GT,0.356
p99p100,2001,shweal_z_GT,0.3778
p99p100,2002,shweal_z_GT,0.3749
p99p100,2003,shweal_z_GT,0.3755
p99p100,2004,shweal_z_GT,0.3648
p99p100,2005,shweal_z_GT,0.3578
p99p100,2006,shweal_z_GT,0.3423
p99p100,2007,shweal_z_GT,0.3745
p99p100,2008,shweal_z_GT,0.3451
p99p100,2009,shweal_z_GT,0.3328
p99p100,2010,shweal_z_GT,0.3332
p99p100,2011,shweal_z_GT,0.3214
p99p100,2012,shweal_z_GT,0.3168
p99p100,2013,shweal_z_GT,0.3239
p99p100,2014,shweal_z_GT,0.3158
p99p100,2015,shweal_z_GT,0.3123
p99p100,2016,shweal_z_GT,0.3134
p99p100,2017,shweal_z_GT,0.3137
p99p100,2018,shweal_z_GT,0.3173
p99p100,2019,shweal_z_GT,0.3106
p99p100,2020,shweal_z_GT,0.326
p99p100,2021,shweal_z_GT,0.3149
p99p100,2022,shweal_z_GT,0.3079
p99p100,2023,shweal_z_GT,0.3069
p99p100,2024,shweal_z_GT,0.3065
p0p50,1980,shweal_z_GT,0.0285
p0p50,1981,shweal_z_GT,0.0288
p0p50,1982,shweal_z_GT,0.0287
p0p50,1983,shweal_z_GT,0.0272
p0p50,1984,shweal_z_GT,0.0288
p0p50,1985,shweal_z_GT,0.0273
p0p50,1986,shweal_z_GT,0.0287
p0p50,1987,shweal_z_GT,0.0288
p0p50,1988,shweal_z_GT,0.0289
p0p50,1989,shweal_z_GT,0.0273
p0p50,1990,shweal_z_GT,0.0288
p0p50,1991,shweal_z_GT,0.0286
p0p50,1992,shweal_z_GT,0.0272
p0p50,1993,shweal_z_GT,0.0287
p0p50,1994,shweal_z_GT,0.0274
p0p50,1995,shweal_z_GT,0.0283
p0p50,1996,shweal_z_GT,0.0273
p0p50,1997,shweal_z_GT,0.0274
p0p50,1998,shweal_z_GT,0.0275
p0p50,1999,shweal_z_GT,0.0272
p0p50,2000,shweal_z_GT,0.0273
p0p50,2001,shweal_z_GT,0.023
p0p50,2002,shweal_z_GT,0.0235
p0p50,2003,shweal_z_GT,0.0234
p0p50,2004,shweal_z_GT,0.0256
p0p50,2005,shweal_z_GT,0.0269
p0p50,2006,shweal_z_GT,0.0298
p0p50,2007,shweal_z_GT,0.0236
p0p50,2008,shweal_z_GT,0.0293
p0p50,2009,shweal_z_GT,0.0316
p0p50,2010,shweal_z_GT,0.0315
p0p50,2011,shweal_z_GT,0.0336
p0p50,2012,shweal_z_GT,0.0344
p0p50,2013,shweal_z_GT,0.0332
p0p50,2014,shweal_z_GT,0.0346
p0p50,2015,shweal_z_GT,0.0352
p0p50,2016,shweal_z_GT,0.035
p0p50,2017,shweal_z_GT,0.0349
p0p50,2018,shweal_z_GT,0.0343
p0p50,2019,shweal_z_GT,0.0355
p0p50,2020,shweal_z_GT,0.0328
p0p50,2021,shweal_z_GT,0.0347
p0p50,2022,shweal_z_GT,0.0359
p0p50,2023,shweal_z_GT,0.0361
p0p50,2024,shweal_z_GT,0.0362
p99p100,1820,shweal_z_AE,0.4281
p99p100,1850,shweal_z_AE,0.4459
p99p100,1880,shweal_z_AE,0.4547
p99p100,1900,shweal_z_AE,0.4623
p99p100,1910,shweal_z_AE,0.4586
p99p100,1920,shweal_z_AE,0.4612
p99p100,1930,shweal_z_AE,0.4611
p99p100,1940,shweal_z_AE,0.4603
p99p100,1950,shweal_z_AE,0.4525
p99p100,1960,shweal_z_AE,0.4604
p99p100,1970,shweal_z_AE,0.4694
p99p100,1980,shweal_z_AE,0.3399
p99p100,1981,shweal_z_AE,0.3401
p99p100,1982,shweal_z_AE,0.3399
p99p100,1983,shweal_z_AE,0.3402
p99p100,1984,shweal_z_AE,0.3402
p99p100,1985,shweal_z_AE,0.34
p99p100,1986,shweal_z_AE,0.3404
p99p100,1987,shweal_z_AE,0.3403
p99p100,1988,shweal_z_AE,0.3404
p99p100,1989,shweal_z_AE,0.3399
p99p100,1990,shweal_z_AE,0.3404
p99p100,1991,shweal_z_AE,0.34
p99p100,1992,shweal_z_AE,0.3401
p99p100,1993,shweal_z_AE,0.3398
p99p100,1994,shweal_z_AE,0.3403
p99p100,1995,shweal_z_AE,0.34
p99p100,1996,shweal_z_AE,0.3403
p99p100,1997,shweal_z_AE,0.3452
p99p100,1998,shweal_z_AE,0.3793
p99p100,1999,shweal_z_AE,0.3421
p99p100,2000,shweal_z_AE,0.3446
p99p100,2001,shweal_z_AE,0.346
p99p100,2002,shweal_z_AE,0.3586
p99p100,2003,shweal_z_AE,0.3613
p99p100,2004,shweal_z_AE,0.363
p99p100,2005,shweal_z_AE,0.3718
p99p100,2006,shweal_z_AE,0.374
p99p100,2007,shweal_z_AE,0.3768
p99p100,2008,shweal_z_AE,0.3788
p99p100,2009,shweal_z_AE,0.3785
p99p100,2010,shweal_z_AE,0.3369
p99p100,2011,shweal_z_AE,0.3129
p99p100,2012,shweal_z_AE,0.2989
p99p100,2013,shweal_z_AE,0.2837
p99p100,2014,shweal_z_AE,0.2876
p99p100,2015,shweal_z_AE,0.2883
p99p100,2016,shweal_z_AE,0.2849
p99p100,2017,shweal_z_AE,0.2897
p99p100,2018,shweal_z_AE,0.2854
p99p100,2019,shweal_z_AE,0.2812
p99p100,2020,shweal_z_AE,0.2778
p99p100,2021,shweal_z_AE,0.2778
p99p100,2022,shweal_z_AE,0.2788
p99p100,2023,shweal_z_AE,0.2779
p99p100,2024,shweal_z_AE,0.2807
p0p50,1820,shweal_z_AE,0.0322
p0p50,1850,shweal_z_AE,0.0326
p0p50,1880,shweal_z_AE,0.0325
p0p50,1900,shweal_z_AE,0.0315
p0p50,1910,shweal_z_AE,0.0091
p0p50,1920,shweal_z_AE,0.0062
p0p50,1930,shweal_z_AE,0.0063
p0p50,1940,shweal_z_AE,0.0072
p0p50,1950,shweal_z_AE,0.0326
p0p50,1960,shweal_z_AE,0.0071
p0p50,1970,shweal_z_AE,-0.0002
p0p50,1980,shweal_z_AE,0.0303
p0p50,1981,shweal_z_AE,0.0302
p0p50,1982,shweal_z_AE,0.0303
p0p50,1983,shweal_z_AE,0.0302
p0p50,1984,shweal_z_AE,0.0302
p0p50,1985,shweal_z_AE,0.0303
p0p50,1986,shweal_z_AE,0.0302
p0p50,1987,shweal_z_AE,0.0302
p0p50,1988,shweal_z_AE,0.0302
p0p50,1989,shweal_z_AE,0.0303
p0p50,1990,shweal_z_AE,0.0302
p0p50,1991,shweal_z_AE,0.0303
p0p50,1992,shweal_z_AE,0.0302
p0p50,1993,shweal_z_AE,0.0303
p0p50,1994,shweal_z_AE,0.0302
p0p50,1995,shweal_z_AE,0.0303
p0p50,1996,shweal_z_AE,0.0302
p0p50,1997,shweal_z_AE,0.0301
p0p50,1998,shweal_z_AE,0.0284
p0p50,1999,shweal_z_AE,0.0299
p0p50,2000,shweal_z_AE,0.0294
p0p50,2001,shweal_z_AE,0.0292
p0p50,2002,shweal_z_AE,0.0268
p0p50,2003,shweal_z_AE,0.0262
p0p50,2004,shweal_z_AE,0.0259
p0p50,2005,shweal_z_AE,0.0242
p0p50,2006,shweal_z_AE,0.0237
p0p50,2007,shweal_z_AE,0.0231
p0p50,2008,shweal_z_AE,0.0228
p0p50,2009,shweal_z_AE,0.0228
p0p50,2010,shweal_z_AE,0.0308
p0p50,2011,shweal_z_AE,0.0351
p0p50,2012,shweal_z_AE,0.0374
p0p50,2013,shweal_z_AE,0.04
p0p50,2014,shweal_z_AE,0.0395
p0p50,2015,shweal_z_AE,0.0396
p0p50,2016,shweal_z_AE,0.04
p0p50,2017,shweal_z_AE,0.04
p0p50,2018,shweal_z_AE,0.0405
p0p50,2019,shweal_z_AE,0.0407
p0p50,2020,shweal_z_AE,0.0409
p0p50,2021,shweal_z_AE,0.0409
p0p50,2022,shweal_z_AE,0.0409
p0p50,2023,shweal_z_AE,0.0409
p0p50,2024,shweal_z_AE,0.0408
p99p100,1980,shweal_z_ST,0.2351
p99p100,1981,shweal_z_ST,0.2352
p99p100,1982,shweal_z_ST,0.2351
p99p100,1983,shweal_z_ST,0.2351
p99p100,1984,shweal_z_ST,0.2352
p99p100,1985,shweal_z_ST,0.2352
p99p100,1986,shweal_z_ST,0.2351
p99p100,1987,shweal_z_ST,0.2351
p99p100,1988,shweal_z_ST,0.2352
p99p100,1989,shweal_z_ST,0.2352
p99p100,1990,shweal_z_ST,0.2351
p99p100,1991,shweal_z_ST,0.2352
p99p100,1992,shweal_z_ST,0.2352
p99p100,1993,shweal_z_ST,0.235
p99p100,1994,shweal_z_ST,0.2352
p99p100,1995,shweal_z_ST,0.2351
p99p100,1996,shweal_z_ST,0.2352
p99p100,1997,shweal_z_ST,0.2351
p99p100,1998,shweal_z_ST,0.2352
p99p100,1999,shweal_z_ST,0.2351
p99p100,2000,shweal_z_ST,0.2351
p99p100,2001,shweal_z_ST,0.235
p99p100,2002,shweal_z_ST,0.235
p99p100,2003,shweal_z_ST,0.235
p99p100,2004,shweal_z_ST,0.2349
p99p100,2005,shweal_z_ST,0.2347
p99p100,2006,shweal_z_ST,0.2347
p99p100,2007,shweal_z_ST,0.2346
p99p100,2008,shweal_z_ST,0.2346
p99p100,2009,shweal_z_ST,0.2345
p99p100,2010,shweal_z_ST,0.2345
p99p100,2011,shweal_z_ST,0.2367
p99p100,2012,shweal_z_ST,0.2402
p99p100,2013,shweal_z_ST,0.2453
p99p100,2014,shweal_z_ST,0.2519
p99p100,2015,shweal_z_ST,0.2599
p99p100,2016,shweal_z_ST,0.2715
p99p100,2017,shweal_z_ST,0.2891
p99p100,2018,shweal_z_ST,0.2892
p99p100,2019,shweal_z_ST,0.2891
p99p100,2020,shweal_z_ST,0.2892
p99p100,2021,shweal_z_ST,0.2891
p99p100,2022,shweal_z_ST,0.2891
p99p100,2023,shweal_z_ST,0.2892
p99p100,2024,shweal_z_ST,0.2893
p0p50,1980,shweal_z_ST,0.048
p0p50,1981,shweal_z_ST,0.0479
p0p50,1982,shweal_z_ST,0.048
p0p50,1983,shweal_z_ST,0.0479
p0p50,1984,shweal_z_ST,0.0479
p0p50,1985,shweal_z_ST,0.0479
p0p50,1986,shweal_z_ST,0.048
p0p50,1987,shweal_z_ST,0.048
p0p50,1988,shweal_z_ST,0.0479
p0p50,1989,shweal_z_ST,0.0479
p0p50,1990,shweal_z_ST,0.048
p0p50,1991,shweal_z_ST,0.0479
p0p50,1992,shweal_z_ST,0.0479
p0p50,1993,shweal_z_ST,0.048
p0p50,1994,shweal_z_ST,0.0479
p0p50,1995,shweal_z_ST,0.048
p0p50,1996,shweal_z_ST,0.0479
p0p50,1997,shweal_z_ST,0.048
p0p50,1998,shweal_z_ST,0.0479
p0p50,1999,shweal_z_ST,0.0479
p0p50,2000,shweal_z_ST,0.048
p0p50,2001,shweal_z_ST,0.048
p0p50,2002,shweal_z_ST,0.048
p0p50,2003,shweal_z_ST,0.048
p0p50,2004,shweal_z_ST,0.048
p0p50,2005,shweal_z_ST,0.048
p0p50,2006,shweal_z_ST,0.048
p0p50,2007,shweal_z_ST,0.048
p0p50,2008,shweal_z_ST,0.048
p0p50,2009,shweal_z_ST,0.0481
p0p50,2010,shweal_z_ST,0.0481
p0p50,2011,shweal_z_ST,0.0477
p0p50,2012,shweal_z_ST,0.0471
p0p50,2013,shweal_z_ST,0.0462
p0p50,2014,shweal_z_ST,0.0452
p0p50,2015,shweal_z_ST,0.0439
p0p50,2016,shweal_z_ST,0.042
p0p50,2017,shweal_z_ST,0.0391
p0p50,2018,shweal_z_ST,0.0391
p0p50,2019,shweal_z_ST,0.0391
p0p50,2020,shweal_z_ST,0.0391
p0p50,2021,shweal_z_ST,0.0391
p0p50,2022,shweal_z_ST,0.0391
p0p50,2023,shweal_z_ST,0.0391
p0p50,2024,shweal_z_ST,0.039
p99p100,1820,shweal_z_OJ-MER,0.4619
p99p100,1850,shweal_z_OJ-MER,0.4653
p99p100,1880,shweal_z_OJ-MER,0.4685
p99p100,1900,shweal_z_OJ-MER,0.4723
p99p100,1910,shweal_z_OJ-MER,0.4763
p99p100,1920,shweal_z_OJ-MER,0.475
p99p100,1930,shweal_z_OJ-MER,0.4733
p99p100,1940,shweal_z_OJ-MER,0.4693
p99p100,1950,shweal_z_OJ-MER,0.4684
p99p100,1960,shweal_z_OJ-MER,0.4629
p99p100,1970,shweal_z_OJ-MER,0.463
p99p100,1980,shweal_z_OJ-MER,0.357
p99p100,1981,shweal_z_OJ-MER,0.3559
p99p100,1982,shweal_z_OJ-MER,0.3606
p99p100,1983,shweal_z_OJ-MER,0.3614
p99p100,1984,shweal_z_OJ-MER,0.3616
p99p100,1985,shweal_z_OJ-MER,0.3572
p99p100,1986,shweal_z_OJ-MER,0.3585
p99p100,1987,shweal_z_OJ-MER,0.3569
p99p100,1988,shweal_z_OJ-MER,0.3627
p99p100,1989,shweal_z_OJ-MER,0.3647
p99p100,1990,shweal_z_OJ-MER,0.3635
p99p100,1991,shweal_z_OJ-MER,0.3662
p99p100,1992,shweal_z_OJ-MER,0.3628
p99p100,1993,shweal_z_OJ-MER,0.3556
p99p100,1994,shweal_z_OJ-MER,0.3474
p99p100,1995,shweal_z_OJ-MER,0.3442
p99p100,1996,shweal_z_OJ-MER,0.3403
p99p100,1997,shweal_z_OJ-MER,0.3452
p99p100,1998,shweal_z_OJ-MER,0.3472
p99p100,1999,shweal_z_OJ-MER,0.3402
p99p100,2000,shweal_z_OJ-MER,0.3425
p99p100,2001,shweal_z_OJ-MER,0.344
p99p100,2002,shweal_z_OJ-MER,0.344
p99p100,2003,shweal_z_OJ-MER,0.3428
p99p100,2004,shweal_z_OJ-MER,0.3417
p99p100,2005,shweal_z_OJ-MER,0.3416
p99p100,2006,shweal_z_OJ-MER,0.3435
p99p100,2007,shweal_z_OJ-MER,0.3421
p99p100,2008,shweal_z_OJ-MER,0.3406
p99p100,2009,shweal_z_OJ-MER,0.3377
p99p100,2010,shweal_z_OJ-MER,0.337
p99p100,2011,shweal_z_OJ-MER,0.3382
p99p100,2012,shweal_z_OJ-MER,0.3388
p99p100,2013,shweal_z_OJ-MER,0.3403
p99p100,2014,shweal_z_OJ-MER,0.3453
p99p100,2015,shweal_z_OJ-MER,0.3448
p99p100,2016,shweal_z_OJ-MER,0.3436
p99p100,2017,shweal_z_OJ-MER,0.3406
p99p100,2018,shweal_z_OJ-MER,0.3358
p99p100,2019,shweal_z_OJ-MER,0.3327
p99p100,2020,shweal_z_OJ-MER,0.3293
p99p100,2021,shweal_z_OJ-MER,0.3299
p99p100,2022,shweal_z_OJ-MER,0.328
p99p100,2023,shweal_z_OJ-MER,0.3268
p99p100,2024,shweal_z_OJ-MER,0.3275
p0p50,1820,shweal_z_OJ-MER,0.0214
p0p50,1850,shweal_z_OJ-MER,0.0176
p0p50,1880,shweal_z_OJ-MER,0.0145
p0p50,1900,shweal_z_OJ-MER,0.0113
p0p50,1910,shweal_z_OJ-MER,0.0081
p0p50,1920,shweal_z_OJ-MER,0.0091
p0p50,1930,shweal_z_OJ-MER,0.0105
p0p50,1940,shweal_z_OJ-MER,0.0139
p0p50,1950,shweal_z_OJ-MER,0.0146
p0p50,1960,shweal_z_OJ-MER,0.0203
p0p50,1970,shweal_z_OJ-MER,0.0201
p0p50,1980,shweal_z_OJ-MER,0.0215
p0p50,1981,shweal_z_OJ-MER,0.0215
p0p50,1982,shweal_z_OJ-MER,0.0213
p0p50,1983,shweal_z_OJ-MER,0.0209
p0p50,1984,shweal_z_OJ-MER,0.021
p0p50,1985,shweal_z_OJ-MER,0.0213
p0p50,1986,shweal_z_OJ-MER,0.021
p0p50,1987,shweal_z_OJ-MER,0.0213
p0p50,1988,shweal_z_OJ-MER,0.0205
p0p50,1989,shweal_z_OJ-MER,0.0206
p0p50,1990,shweal_z_OJ-MER,0.0207
p0p50,1991,shweal_z_OJ-MER,0.0205
p0p50,1992,shweal_z_OJ-MER,0.0214
p0p50,1993,shweal_z_OJ-MER,0.0225
p0p50,1994,shweal_z_OJ-MER,0.0239
p0p50,1995,shweal_z_OJ-MER,0.0248
p0p50,1996,shweal_z_OJ-MER,0.0253
p0p50,1997,shweal_z_OJ-MER,0.0247
p0p50,1998,shweal_z_OJ-MER,0.0244
p0p50,1999,shweal_z_OJ-MER,0.0255
p0p50,2000,shweal_z_OJ-MER,0.0252
p0p50,2001,shweal_z_OJ-MER,0.0251
p0p50,2002,shweal_z_OJ-MER,0.0251
p0p50,2003,shweal_z_OJ-MER,0.026
p0p50,2004,shweal_z_OJ-MER,0.0262
p0p50,2005,shweal_z_OJ-MER,0.0263
p0p50,2006,shweal_z_OJ-MER,0.0259
p0p50,2007,shweal_z_OJ-MER,0.0255
p0p50,2008,shweal_z_OJ-MER,0.0251
p0p50,2009,shweal_z_OJ-MER,0.0251
p0p50,2010,shweal_z_OJ-MER,0.0253
p0p50,2011,shweal_z_OJ-MER,0.0254
p0p50,2012,shweal_z_OJ-MER,0.0254
p0p50,2013,shweal_z_OJ-MER,0.0246
p0p50,2014,shweal_z_OJ-MER,0.0241
p0p50,2015,shweal_z_OJ-MER,0.0244
p0p50,2016,shweal_z_OJ-MER,0.0248
p0p50,2017,shweal_z_OJ-MER,0.0257
p0p50,2018,shweal_z_OJ-MER,0.0265
p0p50,2019,shweal_z_OJ-MER,0.0272
p0p50,2020,shweal_z_OJ-MER,0.0274
p0p50,2021,shweal_z_OJ-MER,0.0275
p0p50,2022,shweal_z_OJ-MER,0.0275
p0p50,2023,shweal_z_OJ-MER,0.0276
p0p50,2024,shweal_z_OJ-MER,0.0274
p99p100,1820,shweal_z_OA-PPP,0.2981
p99p100,1850,shweal_z_OA-PPP,0.3053
p99p100,1880,shweal_z_OA-PPP,0.3234
p99p100,1900,shweal_z_OA-PPP,0.3501
p99p100,1910,shweal_z_OA-PPP,0.3502
p99p100,1920,shweal_z_OA-PPP,0.2075
p99p100,1930,shweal_z_OA-PPP,0.2075
p99p100,1940,shweal_z_OA-PPP,0.2086
p99p100,1950,shweal_z_OA-PPP,0.2088
p99p100,1960,shweal_z_OA-PPP,0.2089
p99p100,1970,shweal_z_OA-PPP,0.2083
p99p100,1980,shweal_z_OA-PPP,0.2284
p99p100,1981,shweal_z_OA-PPP,0.2288
p99p100,1982,shweal_z_OA-PPP,0.229
p99p100,1983,shweal_z_OA-PPP,0.2301
p99p100,1984,shweal_z_OA-PPP,0.2295
p99p100,1985,shweal_z_OA-PPP,0.2299
p99p100,1986,shweal_z_OA-PPP,0.2301
p99p100,1987,shweal_z_OA-PPP,0.2308
p99p100,1988,shweal_z_OA-PPP,0.2301
p99p100,1989,shweal_z_OA-PPP,0.2304
p99p100,1990,shweal_z_OA-PPP,0.2302
p99p100,1991,shweal_z_OA-PPP,0.2316
p99p100,1992,shweal_z_OA-PPP,0.2451
p99p100,1993,shweal_z_OA-PPP,0.2456
p99p100,1994,shweal_z_OA-PPP,0.2377
p99p100,1995,shweal_z_OA-PPP,0.2407
p99p100,1996,shweal_z_OA-PPP,0.2404
p99p100,1997,shweal_z_OA-PPP,0.2368
p99p100,1998,shweal_z_OA-PPP,0.2398
p99p100,1999,shweal_z_OA-PPP,0.236
p99p100,2000,shweal_z_OA-PPP,0.2365
p99p100,2001,shweal_z_OA-PPP,0.2363
p99p100,2002,shweal_z_OA-PPP,0.2377
p99p100,2003,shweal_z_OA-PPP,0.2383
p99p100,2004,shweal_z_OA-PPP,0.2417
p99p100,2005,shweal_z_OA-PPP,0.2402
p99p100,2006,shweal_z_OA-PPP,0.2437
p99p100,2007,shweal_z_OA-PPP,0.2442
p99p100,2008,shweal_z_OA-PPP,0.2452
p99p100,2009,shweal_z_OA-PPP,0.241
p99p100,2010,shweal_z_OA-PPP,0.2428
p99p100,2011,shweal_z_OA-PPP,0.2455
p99p100,2012,shweal_z_OA-PPP,0.2451
p99p100,2013,shweal_z_OA-PPP,0.244
p99p100,2014,shweal_z_OA-PPP,0.2457
p99p100,2015,shweal_z_OA-PPP,0.2445
p99p100,2016,shweal_z_OA-PPP,0.2453
p99p100,2017,shweal_z_OA-PPP,0.2479
p99p100,2018,shweal_z_OA-PPP,0.2502
p99p100,2019,shweal_z_OA-PPP,0.2519
p99p100,2020,shweal_z_OA-PPP,0.2496
p99p100,2021,shweal_z_OA-PPP,0.2545
p99p100,2022,shweal_z_OA-PPP,0.2572
p99p100,2023,shweal_z_OA-PPP,0.2601
p99p100,2024,shweal_z_OA-PPP,0.2572
p0p50,1820,shweal_z_OA-PPP,0.0372
p0p50,1850,shweal_z_OA-PPP,0.0362
p0p50,1880,shweal_z_OA-PPP,0.0339
p0p50,1900,shweal_z_OA-PPP,0.0317
p0p50,1910,shweal_z_OA-PPP,0.0317
p0p50,1920,shweal_z_OA-PPP,0.0537
p0p50,1930,shweal_z_OA-PPP,0.0537
p0p50,1940,shweal_z_OA-PPP,0.0536
p0p50,1950,shweal_z_OA-PPP,0.0536
p0p50,1960,shweal_z_OA-PPP,0.0535
p0p50,1970,shweal_z_OA-PPP,0.0536
p0p50,1980,shweal_z_OA-PPP,0.043
p0p50,1981,shweal_z_OA-PPP,0.0427
p0p50,1982,shweal_z_OA-PPP,0.0427
p0p50,1983,shweal_z_OA-PPP,0.0421
p0p50,1984,shweal_z_OA-PPP,0.0415
p0p50,1985,shweal_z_OA-PPP,0.0414
p0p50,1986,shweal_z_OA-PPP,0.0409
p0p50,1987,shweal_z_OA-PPP,0.0405
p0p50,1988,shweal_z_OA-PPP,0.041
p0p50,1989,shweal_z_OA-PPP,0.0402
p0p50,1990,shweal_z_OA-PPP,0.0409
p0p50,1991,shweal_z_OA-PPP,0.0418
p0p50,1992,shweal_z_OA-PPP,0.0385
p0p50,1993,shweal_z_OA-PPP,0.0392
p0p50,1994,shweal_z_OA-PPP,0.0438
p0p50,1995,shweal_z_OA-PPP,0.0425
p0p50,1996,shweal_z_OA-PPP,0.0422
p0p50,1997,shweal_z_OA-PPP,0.0434
p0p50,1998,shweal_z_OA-PPP,0.0422
p0p50,1999,shweal_z_OA-PPP,0.043
p0p50,2000,shweal_z_OA-PPP,0.0429
p0p50,2001,shweal_z_OA-PPP,0.0418
p0p50,2002,shweal_z_OA-PPP,0.0419
p0p50,2003,shweal_z_OA-PPP,0.041
p0p50,2004,shweal_z_OA-PPP,0.0395
p0p50,2005,shweal_z_OA-PPP,0.0403
p0p50,2006,shweal_z_OA-PPP,0.0392
p0p50,2007,shweal_z_OA-PPP,0.0378
p0p50,2008,shweal_z_OA-PPP,0.0379
p0p50,2009,shweal_z_OA-PPP,0.0387
p0p50,2010,shweal_z_OA-PPP,0.0386
p0p50,2011,shweal_z_OA-PPP,0.0401
p0p50,2012,shweal_z_OA-PPP,0.0405
p0p50,2013,shweal_z_OA-PPP,0.042
p0p50,2014,shweal_z_OA-PPP,0.0407
p0p50,2015,shweal_z_OA-PPP,0.0413
p0p50,2016,shweal_z_OA-PPP,0.0422
p0p50,2017,shweal_z_OA-PPP,0.0416
p0p50,2018,shweal_z_OA-PPP,0.0414
p0p50,2019,shweal_z_OA-PPP,0.0411
p0p50,2020,shweal_z_OA-PPP,0.0408
p0p50,2021,shweal_z_OA-PPP,0.0418
p0p50,2022,shweal_z_OA-PPP,0.0409
p0p50,2023,shweal_z_OA-PPP,0.0408
p0p50,2024,shweal_z_OA-PPP,0.0411
p99p100,1820,shweal_z_OH-PPP,0.3056
p99p100,1850,shweal_z_OH-PPP,0.3312
p99p100,1880,shweal_z_OH-PPP,0.3829
p99p100,1900,shweal_z_OH-PPP,0.376
p99p100,1910,shweal_z_OH-PPP,0.2986
p99p100,1920,shweal_z_OH-PPP,0.3815
p99p100,1930,shweal_z_OH-PPP,0.3427
p99p100,1940,shweal_z_OH-PPP,0.4132
p99p100,1950,shweal_z_OH-PPP,0.2589
p99p100,1960,shweal_z_OH-PPP,0.3216
p99p100,1970,shweal_z_OH-PPP,0.4381
p99p100,1980,shweal_z_OH-PPP,0.3514
p99p100,1981,shweal_z_OH-PPP,0.3475
p99p100,1982,shweal_z_OH-PPP,0.3478
p99p100,1983,shweal_z_OH-PPP,0.3483
p99p100,1984,shweal_z_OH-PPP,0.3392
p99p100,1985,shweal_z_OH-PPP,0.3456
p99p100,1986,shweal_z_OH-PPP,0.3507
p99p100,1987,shweal_z_OH-PPP,0.3529
p99p100,1988,shweal_z_OH-PPP,0.351
p99p100,1989,shweal_z_OH-PPP,0.3581
p99p100,1990,shweal_z_OH-PPP,0.356
p99p100,1991,shweal_z_OH-PPP,0.3991
p99p100,1992,shweal_z_OH-PPP,0.3862
p99p100,1993,shweal_z_OH-PPP,0.3804
p99p100,1994,shweal_z_OH-PPP,0.369
p99p100,1995,shweal_z_OH-PPP,0.3839
p99p100,1996,shweal_z_OH-PPP,0.3883
p99p100,1997,shweal_z_OH-PPP,0.3905
p99p100,1998,shweal_z_OH-PPP,0.3947
p99p100,1999,shweal_z_OH-PPP,0.4063
p99p100,2000,shweal_z_OH-PPP,0.4251
p99p100,2001,shweal_z_OH-PPP,0.4265
p99p100,2002,shweal_z_OH-PPP,0.4149
p99p100,2003,shweal_z_OH-PPP,0.4302
p99p100,2004,shweal_z_OH-PPP,0.4407
p99p100,2005,shweal_z_OH-PPP,0.4583
p99p100,2006,shweal_z_OH-PPP,0.4664
p99p100,2007,shweal_z_OH-PPP,0.4698
p99p100,2008,shweal_z_OH-PPP,0.4435
p99p100,2009,shweal_z_OH-PPP,0.4275
p99p100,2010,shweal_z_OH-PPP,0.4199
p99p100,2011,shweal_z_OH-PPP,0.3916
p99p100,2012,shweal_z_OH-PPP,0.403
p99p100,2013,shweal_z_OH-PPP,0.4048
p99p100,2014,shweal_z_OH-PPP,0.4066
p99p100,2015,shweal_z_OH-PPP,0.4108
p99p100,2016,shweal_z_OH-PPP,0.3969
p99p100,2017,shweal_z_OH-PPP,0.4001
p99p100,2018,shweal_z_OH-PPP,0.4109
p99p100,2019,shweal_z_OH-PPP,0.4099
p99p100,2020,shweal_z_OH-PPP,0.4126
p99p100,2021,shweal_z_OH-PPP,0.4489
p99p100,2022,shweal_z_OH-PPP,0.4496
p99p100,2023,shweal_z_OH-PPP,0.423
p99p100,2024,shweal_z_OH-PPP,0.399
